Header,HeaderTime,Footer,URL
0.0,0.0,0.007075338201166016,0.015565744042565235
0.0,0.0,0.0,0.14552369514086974
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.21593524912749684
0.0,0.0,0.0,0.0543385002573929
0.0,0.0,0.0,0.14376109618973915
0.0,0.0,0.0,0.04049502623952377
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0691005291005291
0.0,0.0,0.0,0.02642083254134195
0.0,0.0,0.0,0.10879432624113475
0.0,0.0,0.0,0.01940379403794038
0.02465118572203323,0.0,0.0013804664004338609,0.009022333974264163
0.0,0.0,0.0,0.08738461538461538
0.0,0.0,0.0,0.008571428571428572
