Header,HeaderTime,Footer,URL
0.2874496644295302,0.04530201342281879,0.06208053691275168,0.08389261744966443
0.28181009279267827,0.0,0.0,0.08580144909114021
0.48878048780487804,0.0,0.0,0.10365853658536585
0.30773333333333336,0.0,0.0,0.02666666666666667
0.21816168327796234,0.0453035336756267,0.0,0.0
0.4151400600949888,0.04041872637394592,0.0,0.021808665309683048
0.28719762025032275,0.06409608800583712,0.0,0.053768872425211875
0.5010071415491668,0.03204541292803516,0.0,0.11139595922602698
0.5106976744186047,0.0,0.0,0.020186046511627906
0.20145397214679864,0.04887448541648419,0.0,0.06061136901112376
0.18084215335414605,0.05962080255844057,0.0,0.06327571765780858
0.2462686567164179,0.0964179104477612,0.0,0.13865671641791044
0.3806989247311828,0.06182795698924731,0.06989247311827956,0.0
0.2885255604054154,0.061626100466079754,0.0,0.10046607975142413
0.44124168514412415,0.0,0.0,0.1499934785444111
