Header,HeaderTime,Footer,URL
0.0,0.0,0.04351387324664687,0.08016791235794
0.02129371125727535,0.0,0.0,0.1699238158330573
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.18924900706424522
0.07475943745373798,0.0,0.0,0.050071842208385946
0.0,0.0,0.0,0.10522548317823908
0.0,0.0,0.0,0.045
0.0,0.0,0.0,0.21825396825396826
0.0,0.0,0.0,0.12537867682986417
0.045390773293719565,0.0,0.0,0.09490798052323182
0.0796729943189691,0.0,0.0,0.05972010530691423
0.054934906306789405,0.0,0.0,0.22963029165549498
0.2862148253585897,0.0,0.06383444651264644,0.052228183510347095
0.0,0.0,0.0,0.03560619547801317
0.13337792003057375,0.0,0.0,0.08321788563512157
