Header,HeaderTime,Footer,URL
0.13804030929141842,0.06266108928043267,0.21899691553640088,0.05737947352854185
0.07789855072463768,0.0,0.0,0.2415217391304348
0.09868421052631579,0.0,0.0,0.22421052631578947
0.04198248082421822,0.010438887123859665,0.0,0.03517451096083148
0.1787712364625571,0.033362418518708616,0.0,0.0329518041369399
0.0631015181411831,0.0,0.0,0.147344259654492
0.10885714285714286,0.00816326530612245,0.0,0.07653061224489796
0.03164657781553656,0.0,0.0,0.12918812722349068
0.19953791220331862,0.0,0.0,0.060701533291325355
0.18338983050847457,0.018813559322033897,0.0,0.1355367231638418
0.24242424242424243,0.0,0.0,0.03800547278808148
0.12044901405652411,0.02647394824417623,0.0,0.02731833308498485
0.19230769230769232,0.0,0.04583710407239819,0.05733031674208145
0.14012680327115684,0.0,0.0,0.07194707341725627
0.07424540832684469,0.014885723446159483,0.0,0.0
