Header,HeaderTime,Footer,URL
0.15961281021521986,0.0,0.18079154223732538,0.04977173651872447
0.19782608695652174,0.0,0.0,0.08043478260869565
0.12065040650406504,0.0,0.0,0.0
0.0629848173440297,0.0,0.0,0.016044553470794934
0.05555555555555555,0.0,0.0,0.006802721088435374
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.006439671461072764
0.09635851118909279,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.012256288418750236,0.0,0.0,0.013500773088961799
0.0,0.0,0.0,0.0
0.026834043533341012,0.0,0.0,0.0
0.020018223486208134,0.0,0.014275064196371869,0.008973686390369164
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
