Header,HeaderTime,Footer,URL
0.005507136123836142,0.0,0.16579291183620817,0.11865976483040336
0.019545085989843385,0.0,0.0,0.2793923099901848
0.01568740955137482,0.009175108538350216,0.0,0.10685962373371925
0.29924549854209875,0.008777467159647698,0.0,0.06637208044007575
0.13131255901794145,0.02470254957507082,0.0,0.1369216241737488
0.537653207357673,0.0,0.0,0.03781129689214574
0.2047552776525472,0.01241742948428955,0.0,0.040809926103063686
0.529419185547762,0.0,0.0,0.038678912045213704
0.32612755726337933,0.012708498808578236,0.0,0.05974282463559668
0.1723324104751963,0.0,0.0,0.24998865338356102
0.16335216572504707,0.0,0.0,0.24512241054613937
0.10782333351531365,0.0,0.0,0.3657804225582792
0.16118226600985222,0.0024630541871921183,0.0,0.26124794745484403
0.16313280897554086,0.0,0.0,0.10787909695388659
0.33957099264045953,0.0,0.0,0.056856937713157425
