Header,HeaderTime,Footer,URL
0.15033082644967738,0.008219290675214729,0.015082398389019027,0.17157769284510746
0.021302279343889795,0.0,0.0,0.46872115316338847
0.0,0.0,0.0,0.291549655348481
0.09799355765125936,0.0,0.0,0.05499282027399387
0.2515596868065151,0.0,0.0,0.0764141858225516
0.07283068599569952,0.0,0.0,0.1806201012693348
0.2594801292848363,0.0,0.0,0.05198707151636546
0.12888412674116026,0.0,0.0,0.3444053268023879
0.0273972602739726,0.01201634222542658,0.0,0.17623968597292317
0.12989776564740713,0.048202803349215895,0.0,0.14456215015959661
0.03855721393034826,0.03482587064676617,0.0,0.035671641791044775
0.03307692307692308,0.018411910669975187,0.0,0.04032258064516129
0.2891034482758621,0.0,0.0,0.013241379310344827
0.21672496025437202,0.0243879173290938,0.0,0.15818759936406995
0.05934790572719502,0.0,0.0,0.06512801725892457
