Header,HeaderTime,Footer,URL
0.5094784580498867,0.0,0.08503401360544217,0.06462585034013606
0.6388695853602039,0.0,0.0,0.0
0.4376704495469341,0.0,0.0,0.05427993313979062
0.4052132701421801,0.0,0.0,0.1481042654028436
0.11581469648562301,0.011725239616613418,0.0,0.11047923322683706
0.2280564263322884,0.01018808777429467,0.0,0.22780564263322883
0.11254366694277379,0.0,0.0,0.13775344833795514
0.0,0.0,0.0,0.13153323859150481
0.4263157894736842,0.0,0.0,0.0
0.035140207251067535,0.0,0.0,0.18269100008159492
0.36477777777777776,0.0,0.0,0.01577777777777778
0.1905076118207098,0.01022764764104256,0.0,0.08677004289013526
0.30252491952061433,0.0,0.07012372493503471,0.14090679905364
0.24096385542168675,0.0,0.0,0.24763052208835343
0.15002932551319648,0.0,0.0,0.2761290322580645
