Header,HeaderTime,Footer,URL
0.29949331097583204,0.010024423140013852,0.15977107862792986,0.007582109138628659
0.14701649052103466,0.0,0.0,0.3015997039108443
0.2066892145809846,0.0,0.0,0.0
0.027619528376721714,0.0,0.0,0.013845821013917934
0.18181818181818182,0.0,0.0,0.03748917748917749
0.09164502164502164,0.01225108225108225,0.0,0.005064935064935065
0.03811540497617787,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00375,0.0,0.0,0.0
0.023579002832114865,0.0,0.0,0.0
0.18974953061958216,0.013981544361442895,0.0,0.03994726960412256
0.12614793788612455,0.015778928034730338,0.0,0.16789113374519954
0.17799800261196896,0.0,0.0,0.0
0.4535655737704918,0.0,0.0,0.0
0.0317224377333865,0.0,0.0,0.0
