,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,Participant2,320146,1080,1920,4,19,RecordingStart,,,,,
1,112609,Participant2,320146,1080,1920,4,19,Eye tracker TTL in,255,,,,EyesNotFound
2,112609,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
3,120945,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
4,129278,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
5,137612,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
6,145945,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
7,154278,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
8,162612,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
9,170945,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
10,179279,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
11,187612,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
12,195945,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
13,204279,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
14,212612,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
15,220945,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
16,229279,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
17,237612,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
18,245945,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
19,254279,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
20,262612,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
21,270945,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
22,279279,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
23,287618,Participant2,320146,1080,1920,4,19,,,924.0,370.0,,Fixation
24,295951,Participant2,320146,1080,1920,4,19,,,923.0,369.0,,Fixation
25,304284,Participant2,320146,1080,1920,4,19,,,922.0,368.0,,Fixation
26,312617,Participant2,320146,1080,1920,4,19,,,922.0,370.0,,Fixation
27,320951,Participant2,320146,1080,1920,4,19,,,920.0,368.0,,Fixation
28,329285,Participant2,320146,1080,1920,4,19,,,918.0,367.0,,Fixation
29,337619,Participant2,320146,1080,1920,4,19,,,920.0,368.0,,Fixation
30,345953,Participant2,320146,1080,1920,4,19,,,920.0,367.0,,Fixation
31,354287,Participant2,320146,1080,1920,4,19,,,920.0,367.0,,Fixation
32,362620,Participant2,320146,1080,1920,4,19,,,919.0,366.0,,Fixation
33,370954,Participant2,320146,1080,1920,4,19,,,918.0,366.0,,Fixation
34,379288,Participant2,320146,1080,1920,4,19,,,922.0,367.0,,Fixation
35,387620,Participant2,320146,1080,1920,4,19,,,920.0,363.0,,Fixation
36,395954,Participant2,320146,1080,1920,4,19,,,920.0,363.0,,Fixation
37,404288,Participant2,320146,1080,1920,4,19,,,921.0,365.0,,Fixation
38,412621,Participant2,320146,1080,1920,4,19,,,922.0,365.0,,Fixation
39,420954,Participant2,320146,1080,1920,4,19,,,920.0,362.0,,Fixation
40,429288,Participant2,320146,1080,1920,4,19,,,926.0,371.0,,Saccade
41,437622,Participant2,320146,1080,1920,4,19,,,914.0,457.0,,Saccade
42,445955,Participant2,320146,1080,1920,4,19,,,835.0,476.0,,Saccade
43,454289,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
44,462623,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
45,470956,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
46,479290,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
47,487623,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
48,495955,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
49,504287,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
50,512620,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
51,520951,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
52,529284,Participant2,320146,1080,1920,4,19,,,935.0,365.0,,Unclassified
53,537616,Participant2,320146,1080,1920,4,19,,,943.0,548.0,,Unclassified
54,545950,Participant2,320146,1080,1920,4,19,,,,,,EyesNotFound
55,554284,Participant2,320146,1080,1920,4,19,,,910.0,401.0,,Saccade
56,562617,Participant2,320146,1080,1920,4,19,,,899.0,391.0,,Saccade
57,570950,Participant2,320146,1080,1920,4,19,,,901.0,358.0,,Saccade
58,579285,Participant2,320146,1080,1920,4,19,,,907.0,362.0,,Fixation
59,587617,Participant2,320146,1080,1920,4,19,,,907.0,348.0,,Fixation
60,595950,Participant2,320146,1080,1920,4,19,,,904.0,364.0,,Fixation
61,604283,Participant2,320146,1080,1920,4,19,,,903.0,365.0,,Fixation
62,612617,Participant2,320146,1080,1920,4,19,,,902.0,361.0,,Fixation
63,620949,Participant2,320146,1080,1920,4,19,,,904.0,361.0,,Fixation
64,629282,Participant2,320146,1080,1920,4,19,,,904.0,358.0,,Fixation
65,637615,Participant2,320146,1080,1920,4,19,,,904.0,355.0,,Fixation
66,645948,Participant2,320146,1080,1920,4,19,,,904.0,354.0,,Fixation
67,654282,Participant2,320146,1080,1920,4,19,,,904.0,357.0,,Fixation
68,662614,Participant2,320146,1080,1920,4,19,,,903.0,349.0,,Fixation
69,670947,Participant2,320146,1080,1920,4,19,,,903.0,352.0,,Fixation
70,679280,Participant2,320146,1080,1920,4,19,,,903.0,353.0,,Fixation
71,687614,Participant2,320146,1080,1920,4,19,,,901.0,348.0,,Fixation
72,695947,Participant2,320146,1080,1920,4,19,,,904.0,346.0,,Fixation
73,704281,Participant2,320146,1080,1920,4,19,,,903.0,348.0,,Fixation
74,712614,Participant2,320146,1080,1920,4,19,,,904.0,345.0,,Fixation
75,720947,Participant2,320146,1080,1920,4,19,,,902.0,346.0,,Fixation
76,729281,Participant2,320146,1080,1920,4,19,,,902.0,344.0,,Fixation
77,737615,Participant2,320146,1080,1920,4,19,,,902.0,343.0,,Fixation
78,745948,Participant2,320146,1080,1920,4,19,,,904.0,352.0,,Fixation
79,754282,Participant2,320146,1080,1920,4,19,,,903.0,348.0,,Fixation
80,762615,Participant2,320146,1080,1920,4,19,,,900.0,352.0,,Fixation
81,770948,Participant2,320146,1080,1920,4,19,,,902.0,354.0,,Fixation
82,779283,Participant2,320146,1080,1920,4,19,,,903.0,352.0,,Fixation
83,787615,Participant2,320146,1080,1920,4,19,,,903.0,353.0,,Fixation
84,795948,Participant2,320146,1080,1920,4,19,,,904.0,352.0,,Fixation
85,804282,Participant2,320146,1080,1920,4,19,,,903.0,351.0,,Fixation
86,812615,Participant2,320146,1080,1920,4,19,,,902.0,352.0,,Fixation
87,820947,Participant2,320146,1080,1920,4,19,,,902.0,353.0,,Fixation
88,829282,Participant2,320146,1080,1920,4,19,,,902.0,356.0,,Fixation
89,837615,Participant2,320146,1080,1920,4,19,,,904.0,357.0,,Fixation
90,845947,Participant2,320146,1080,1920,4,19,,,903.0,352.0,,Fixation
91,854281,Participant2,320146,1080,1920,4,19,,,903.0,357.0,,Fixation
92,862614,Participant2,320146,1080,1920,4,19,,,902.0,356.0,,Fixation
93,870947,Participant2,320146,1080,1920,4,19,,,903.0,357.0,,Fixation
94,879281,Participant2,320146,1080,1920,4,19,,,901.0,357.0,,Fixation
95,887614,Participant2,320146,1080,1920,4,19,,,899.0,357.0,,Fixation
96,895947,Participant2,320146,1080,1920,4,19,,,892.0,363.0,,Saccade
97,904280,Participant2,320146,1080,1920,4,19,,,881.0,366.0,,Saccade
98,912613,Participant2,320146,1080,1920,4,19,,,858.0,381.0,,Saccade
99,920946,Participant2,320146,1080,1920,4,19,,,847.0,375.0,,Fixation
100,929280,Participant2,320146,1080,1920,4,19,,,844.0,372.0,,Fixation
101,937613,Participant2,320146,1080,1920,4,19,,,843.0,368.0,,Fixation
102,945946,Participant2,320146,1080,1920,4,19,,,841.0,374.0,,Fixation
103,954280,Participant2,320146,1080,1920,4,19,,,842.0,372.0,,Fixation
104,962612,Participant2,320146,1080,1920,4,19,,,838.0,376.0,,Fixation
105,970945,Participant2,320146,1080,1920,4,19,,,838.0,370.0,,Fixation
106,979279,Participant2,320146,1080,1920,4,19,,,839.0,379.0,,Fixation
107,987612,Participant2,320146,1080,1920,4,19,,,840.0,375.0,,Fixation
108,995945,Participant2,320146,1080,1920,4,19,,,839.0,378.0,,Fixation
109,1004279,Participant2,320146,1080,1920,4,19,,,838.0,377.0,,Fixation
110,1012613,Participant2,320146,1080,1920,4,19,,,837.0,376.0,,Fixation
111,1020946,Participant2,320146,1080,1920,4,19,,,838.0,376.0,,Fixation
112,1029280,Participant2,320146,1080,1920,4,19,,,836.0,374.0,,Fixation
113,1037613,Participant2,320146,1080,1920,4,19,,,838.0,373.0,,Fixation
114,1045946,Participant2,320146,1080,1920,4,19,,,839.0,373.0,,Fixation
115,1054280,Participant2,320146,1080,1920,4,19,,,839.0,373.0,,Fixation
116,1062613,Participant2,320146,1080,1920,4,19,,,835.0,370.0,,Fixation
117,1070946,Participant2,320146,1080,1920,4,19,,,838.0,374.0,,Fixation
118,1079280,Participant2,320146,1080,1920,4,19,,,837.0,371.0,,Fixation
119,1086793,Participant2,320146,1080,1920,4,19,Eye tracker Calibration start,,,,,Fixation
120,1087613,Participant2,320146,1080,1920,4,19,,,837.0,372.0,,Fixation
121,1095947,Participant2,320146,1080,1920,4,19,,,838.0,372.0,,Fixation
122,1104281,Participant2,320146,1080,1920,4,19,,,834.0,372.0,,Fixation
123,1112614,Participant2,320146,1080,1920,4,19,,,834.0,371.0,,Fixation
124,1120947,Participant2,320146,1080,1920,4,19,,,834.0,374.0,,Fixation
125,1129281,Participant2,320146,1080,1920,4,19,,,831.0,369.0,,Fixation
126,1137614,Participant2,320146,1080,1920,4,19,,,831.0,372.0,,Fixation
127,1145947,Participant2,320146,1080,1920,4,19,,,836.0,370.0,,Fixation
128,1154281,Participant2,320146,1080,1920,4,19,,,836.0,371.0,,Fixation
129,1162614,Participant2,320146,1080,1920,4,19,,,833.0,372.0,,Fixation
130,1170948,Participant2,320146,1080,1920,4,19,,,830.0,380.0,,Fixation
