,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID103,306374,1080,1920,11,19,RecordingStart,,,,,
1,107333,ID103,306374,1080,1920,11,19,Eye tracker TTL in,255,,,,EyesNotFound
2,107333,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
3,115665,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
4,123997,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
5,132331,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
6,140663,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
7,148995,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
8,157328,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
9,165661,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
10,173993,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
11,182326,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
12,190659,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
13,198991,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
14,207325,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
15,215657,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
16,223990,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
17,232326,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
18,240663,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
19,248999,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
20,257336,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
21,265672,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
22,274007,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
23,282339,ID103,306374,1080,1920,11,19,,,283.0,98.0,,Unclassified
24,290672,ID103,306374,1080,1920,11,19,,,276.0,93.0,,Unclassified
25,299004,ID103,306374,1080,1920,11,19,,,276.0,92.0,,Unclassified
26,307338,ID103,306374,1080,1920,11,19,,,274.0,95.0,,Unclassified
27,315670,ID103,306374,1080,1920,11,19,,,270.0,100.0,,Unclassified
28,324004,ID103,306374,1080,1920,11,19,,,277.0,101.0,,Unclassified
29,332341,ID103,306374,1080,1920,11,19,,,274.0,88.0,,Unclassified
30,340677,ID103,306374,1080,1920,11,19,,,290.0,65.0,,Saccade
31,349013,ID103,306374,1080,1920,11,19,,,482.0,239.0,,Saccade
32,357350,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
33,365686,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
34,374022,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
35,382356,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
36,390688,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
37,399021,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
38,407355,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
39,415688,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
40,424020,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
41,432354,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
42,440687,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
43,449020,ID103,306374,1080,1920,11,19,,,,,,EyesNotFound
44,457354,ID103,306374,1080,1920,11,19,,,982.0,922.0,,Saccade
