,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID000,207924,1080,1920,14,7,RecordingStart,,,,,
1,122772,ID000,207924,1080,1920,14,7,Eye tracker TTL in,255,,,,EyesNotFound
2,122772,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
3,131105,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
4,139438,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
5,147771,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
6,156104,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
7,164437,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
8,172770,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
9,181103,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
10,189436,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
11,197769,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
12,206102,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
13,214434,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
14,222767,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
15,231100,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
16,239433,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
17,247766,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
18,256099,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
19,264432,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
20,272765,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
21,281098,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
22,289431,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
23,297764,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
24,306108,ID000,207924,1080,1920,14,7,,,866.0,1101.0,,Saccade
25,314440,ID000,207924,1080,1920,14,7,,,784.0,1225.0,,Saccade
26,322773,ID000,207924,1080,1920,14,7,,,778.0,1353.0,,Saccade
27,331106,ID000,207924,1080,1920,14,7,,,752.0,1444.0,,Saccade
28,339440,ID000,207924,1080,1920,14,7,,,722.0,1505.0,,Saccade
29,347773,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
30,356106,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
31,364440,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
32,372773,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
33,381105,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
34,389439,ID000,207924,1080,1920,14,7,,,,,,EyesNotFound
