,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID013,305291,1080,1920,11,16,RecordingStart,,,,,
1,114469,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
2,122807,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
3,131144,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
4,139481,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
5,147815,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
6,156148,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
7,164482,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
8,172816,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
9,181149,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
10,189484,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
11,197817,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
12,206151,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
13,214486,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
14,222820,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
15,231154,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
16,239488,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
17,247822,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
18,256156,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
19,264490,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
20,272823,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
21,281155,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
22,289487,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
23,297822,ID013,305291,1080,1920,11,16,,,900,286,,Saccade
24,306155,ID013,305291,1080,1920,11,16,,,894,262,,Saccade
25,314488,ID013,305291,1080,1920,11,16,,,894,260,,Saccade
26,322822,ID013,305291,1080,1920,11,16,,,,,,EyesNotFound
27,331155,ID013,305291,1080,1920,11,16,,,897,261,,Fixation
28,339489,ID013,305291,1080,1920,11,16,,,892,235,,Fixation
29,347823,ID013,305291,1080,1920,11,16,,,903,290,,Fixation
30,356157,ID013,305291,1080,1920,11,16,,,895,260,,Fixation
31,364490,ID013,305291,1080,1920,11,16,,,903,287,,Fixation
32,372824,ID013,305291,1080,1920,11,16,,,902,285,,Fixation
33,381158,ID013,305291,1080,1920,11,16,,,890,235,,Fixation
34,389490,ID013,305291,1080,1920,11,16,,,898,261,,Fixation
35,397825,ID013,305291,1080,1920,11,16,,,902,285,,Fixation
36,406157,ID013,305291,1080,1920,11,16,,,898,258,,Fixation
37,414490,ID013,305291,1080,1920,11,16,,,897,254,,Fixation
38,422824,ID013,305291,1080,1920,11,16,,,892,233,,Fixation
39,431157,ID013,305291,1080,1920,11,16,,,905,285,,Fixation
40,439490,ID013,305291,1080,1920,11,16,,,,,,Fixation
41,447824,ID013,305291,1080,1920,11,16,,,899,261,,Fixation
42,456156,ID013,305291,1080,1920,11,16,,,896,258,,Fixation
43,464490,ID013,305291,1080,1920,11,16,,,895,259,,Fixation
44,472823,ID013,305291,1080,1920,11,16,,,899,285,,Fixation
45,481156,ID013,305291,1080,1920,11,16,,,898,266,,Fixation
46,489490,ID013,305291,1080,1920,11,16,,,888,239,,Fixation
