,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID014,291834,1080,1920,6,6,RecordingStart,,,,,
1,129494,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
2,137832,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
3,146169,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
4,154504,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
5,162839,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
6,171175,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
7,179509,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
8,187842,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
9,196174,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
10,204506,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
11,212840,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
12,221174,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
13,229507,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
14,237839,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
15,246173,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
16,254504,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
17,262836,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
18,271169,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
19,279503,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
20,287836,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
21,296170,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
22,304503,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
23,312836,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
24,321170,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
25,329504,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
26,337837,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
27,346171,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
28,354504,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
29,362837,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
30,371171,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
31,379503,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
32,387835,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
33,396167,ID014,291834,1080,1920,6,6,,,,,,EyesNotFound
34,404501,ID014,291834,1080,1920,6,6,,,1137,821,,Saccade
