,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID017,373003,1080,1920,2,6,RecordingStart,,,,,
1,21009,ID017,373003,1080,1920,2,6,,,,,,
2,108694,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
3,117027,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
4,125360,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
5,133694,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
6,142027,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
7,150360,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
8,158694,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
9,167027,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
10,175360,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
11,183694,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
12,192027,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
13,200360,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
14,208694,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
15,217027,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
16,225360,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
17,233693,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
18,242028,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
19,250361,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
20,258695,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
21,267028,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
22,275361,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
23,283694,ID017,373003,1080,1920,2,6,,,,,,EyesNotFound
24,292029,ID017,373003,1080,1920,2,6,,,906,1264,,Saccade
25,300361,ID017,373003,1080,1920,2,6,,,870,1329,,Saccade
26,308694,ID017,373003,1080,1920,2,6,,,854,1381,,Saccade
27,317028,ID017,373003,1080,1920,2,6,,,843,1398,,Saccade
28,325361,ID017,373003,1080,1920,2,6,,,838,1388,,Fixation
29,333694,ID017,373003,1080,1920,2,6,,,839,1397,,Fixation
30,342028,ID017,373003,1080,1920,2,6,,,838,1403,,Fixation
31,350361,ID017,373003,1080,1920,2,6,,,838,1401,,Fixation
32,358694,ID017,373003,1080,1920,2,6,,,840,1402,,Fixation
33,367028,ID017,373003,1080,1920,2,6,,,841,1401,,Fixation
34,375361,ID017,373003,1080,1920,2,6,,,840,1401,,Fixation
35,383694,ID017,373003,1080,1920,2,6,,,839,1399,,Fixation
36,392028,ID017,373003,1080,1920,2,6,,,837,1400,,Fixation
37,400361,ID017,373003,1080,1920,2,6,,,837,1402,,Fixation
38,408694,ID017,373003,1080,1920,2,6,,,836,1406,,Fixation
39,417028,ID017,373003,1080,1920,2,6,,,836,1405,,Fixation
40,425361,ID017,373003,1080,1920,2,6,,,837,1406,,Fixation
41,433694,ID017,373003,1080,1920,2,6,,,834,1399,,Fixation
42,442028,ID017,373003,1080,1920,2,6,,,834,1403,,Fixation
43,450361,ID017,373003,1080,1920,2,6,,,834,1404,,Fixation
44,458576,ID017,373003,1080,1920,2,6,,,,,,Fixation
45,458694,ID017,373003,1080,1920,2,6,,,834,1406,,Fixation
46,467028,ID017,373003,1080,1920,2,6,,,836,1406,,Fixation
