,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID009,293239,1080,1920,3,10,RecordingStart,,,,,Fixation
1,1245,ID009,293239,1080,1920,3,10,Eye tracker TTL in,255,,,,Fixation
2,1245,ID009,293239,1080,1920,3,10,,,966.0,349.0,,Fixation
3,9579,ID009,293239,1080,1920,3,10,,,964.0,350.0,,Fixation
4,17912,ID009,293239,1080,1920,3,10,,,960.0,356.0,,Fixation
5,26245,ID009,293239,1080,1920,3,10,,,964.0,345.0,,Fixation
6,34579,ID009,293239,1080,1920,3,10,,,972.0,346.0,,Fixation
7,42912,ID009,293239,1080,1920,3,10,,,975.0,343.0,,Fixation
8,51245,ID009,293239,1080,1920,3,10,,,961.0,357.0,,Fixation
9,59579,ID009,293239,1080,1920,3,10,,,956.0,346.0,,Fixation
10,67912,ID009,293239,1080,1920,3,10,,,954.0,362.0,,Fixation
11,76245,ID009,293239,1080,1920,3,10,,,965.0,356.0,,Fixation
12,84579,ID009,293239,1080,1920,3,10,,,970.0,355.0,,Fixation
13,92912,ID009,293239,1080,1920,3,10,,,966.0,354.0,,Fixation
14,101245,ID009,293239,1080,1920,3,10,,,959.0,372.0,,Fixation
15,109579,ID009,293239,1080,1920,3,10,,,970.0,358.0,,Fixation
16,117912,ID009,293239,1080,1920,3,10,,,972.0,354.0,,Fixation
17,126245,ID009,293239,1080,1920,3,10,,,975.0,357.0,,Fixation
18,134579,ID009,293239,1080,1920,3,10,,,959.0,359.0,,Fixation
19,142912,ID009,293239,1080,1920,3,10,,,960.0,359.0,,Fixation
20,151245,ID009,293239,1080,1920,3,10,,,971.0,354.0,,Fixation
21,159579,ID009,293239,1080,1920,3,10,,,965.0,361.0,,Fixation
22,167912,ID009,293239,1080,1920,3,10,,,974.0,356.0,,Fixation
23,176245,ID009,293239,1080,1920,3,10,,,954.0,352.0,,Fixation
