,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID012,216490,1080,1920,9,9,RecordingStart,,,,,Fixation
1,709,ID012,216490,1080,1920,9,9,Eye tracker TTL in,255,,,,Fixation
2,709,ID012,216490,1080,1920,9,9,,,932.0,458.0,,Fixation
3,9043,ID012,216490,1080,1920,9,9,,,931.0,456.0,,Fixation
4,17376,ID012,216490,1080,1920,9,9,,,931.0,457.0,,Fixation
5,25709,ID012,216490,1080,1920,9,9,,,933.0,457.0,,Fixation
6,34043,ID012,216490,1080,1920,9,9,,,933.0,458.0,,Fixation
7,42376,ID012,216490,1080,1920,9,9,,,933.0,456.0,,Fixation
8,50709,ID012,216490,1080,1920,9,9,,,933.0,455.0,,Fixation
9,59043,ID012,216490,1080,1920,9,9,,,934.0,454.0,,Fixation
10,67376,ID012,216490,1080,1920,9,9,,,933.0,451.0,,Fixation
11,75709,ID012,216490,1080,1920,9,9,,,934.0,451.0,,Fixation
12,84043,ID012,216490,1080,1920,9,9,,,934.0,452.0,,Fixation
13,92376,ID012,216490,1080,1920,9,9,,,934.0,452.0,,Fixation
14,100710,ID012,216490,1080,1920,9,9,,,932.0,455.0,,Fixation
15,109044,ID012,216490,1080,1920,9,9,,,932.0,454.0,,Fixation
16,117377,ID012,216490,1080,1920,9,9,,,934.0,453.0,,Fixation
17,125710,ID012,216490,1080,1920,9,9,,,934.0,453.0,,Fixation
18,134044,ID012,216490,1080,1920,9,9,,,934.0,450.0,,Fixation
19,142377,ID012,216490,1080,1920,9,9,,,933.0,450.0,,Fixation
20,150710,ID012,216490,1080,1920,9,9,,,932.0,451.0,,Fixation
21,159044,ID012,216490,1080,1920,9,9,,,931.0,453.0,,Fixation
22,167377,ID012,216490,1080,1920,9,9,,,930.0,453.0,,Fixation
23,175710,ID012,216490,1080,1920,9,9,,,930.0,454.0,,Fixation
24,184044,ID012,216490,1080,1920,9,9,,,930.0,453.0,,Fixation
25,192377,ID012,216490,1080,1920,9,9,,,934.0,452.0,,Fixation
26,200710,ID012,216490,1080,1920,9,9,,,933.0,454.0,,Fixation
27,209045,ID012,216490,1080,1920,9,9,,,934.0,453.0,,Fixation
28,217378,ID012,216490,1080,1920,9,9,,,932.0,451.0,,Fixation
29,225711,ID012,216490,1080,1920,9,9,,,933.0,452.0,,Fixation
30,234045,ID012,216490,1080,1920,9,9,,,932.0,453.0,,Fixation
31,242378,ID012,216490,1080,1920,9,9,,,933.0,451.0,,Fixation
32,250711,ID012,216490,1080,1920,9,9,,,930.0,452.0,,Fixation
