,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID105,424743,1080,1920,21,45,RecordingStart,,,,,
1,182482,ID105,424743,1080,1920,21,45,Eye tracker TTL in,255,,,,EyesNotFound
2,182482,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
3,190815,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
4,199148,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
5,207482,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
6,215815,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
7,224148,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
8,232482,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
9,240815,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
10,249148,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
11,257482,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
12,265815,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
13,274149,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
14,282483,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
15,290817,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
16,299150,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
17,307484,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
18,315818,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
19,324151,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
20,332485,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
21,340818,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
22,349151,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
23,357485,ID105,424743,1080,1920,21,45,,,,,,EyesNotFound
24,365820,ID105,424743,1080,1920,21,45,,,650.0,675.0,,Saccade
