,Recording timestamp,Participant name,Recording duration,Recording resolution height,Recording resolution width,Average calibration accuracy (pixels),Average calibration precision SD (pixels),Event,Event value,Gaze point X,Gaze point Y,Presented Media name,Eye movement type
0,0,ID101,317367,1080,1920,11,10,RecordingStart,,,,,
1,178065,ID101,317367,1080,1920,11,10,Eye tracker TTL in,255,,,,EyesNotFound
2,178065,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
3,186399,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
4,194733,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
5,203067,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
6,211402,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
7,219736,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
8,228070,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
9,236404,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
10,244739,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
11,253073,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
12,261407,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
13,269740,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
14,278067,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
15,286394,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
16,294719,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
17,303045,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
18,311370,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
19,319697,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
20,328030,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
21,336364,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
22,344697,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
23,353031,ID101,317367,1080,1920,11,10,,,,,,EyesNotFound
24,361370,ID101,317367,1080,1920,11,10,,,952.0,313.0,,Fixation
25,369703,ID101,317367,1080,1920,11,10,,,952.0,312.0,,Fixation
26,378033,ID101,317367,1080,1920,11,10,,,950.0,316.0,,Fixation
27,386363,ID101,317367,1080,1920,11,10,,,956.0,312.0,,Fixation
28,394692,ID101,317367,1080,1920,11,10,,,956.0,315.0,,Fixation
29,403023,ID101,317367,1080,1920,11,10,,,958.0,315.0,,Fixation
30,411353,ID101,317367,1080,1920,11,10,,,957.0,313.0,,Fixation
31,419683,ID101,317367,1080,1920,11,10,,,959.0,314.0,,Fixation
32,428017,ID101,317367,1080,1920,11,10,,,957.0,310.0,,Fixation
33,436350,ID101,317367,1080,1920,11,10,,,958.0,313.0,,Fixation
34,444684,ID101,317367,1080,1920,11,10,,,956.0,313.0,,Fixation
35,453018,ID101,317367,1080,1920,11,10,,,954.0,311.0,,Fixation
36,461351,ID101,317367,1080,1920,11,10,,,958.0,314.0,,Fixation
37,469684,ID101,317367,1080,1920,11,10,,,953.0,313.0,,Fixation
38,478017,ID101,317367,1080,1920,11,10,,,955.0,307.0,,Fixation
39,486349,ID101,317367,1080,1920,11,10,,,954.0,308.0,,Fixation
40,494681,ID101,317367,1080,1920,11,10,,,955.0,313.0,,Fixation
41,503013,ID101,317367,1080,1920,11,10,,,954.0,313.0,,Fixation
42,511345,ID101,317367,1080,1920,11,10,,,959.0,313.0,,Fixation
43,519678,ID101,317367,1080,1920,11,10,,,960.0,313.0,,Fixation
44,528012,ID101,317367,1080,1920,11,10,,,959.0,316.0,,Fixation
45,536345,ID101,317367,1080,1920,11,10,,,955.0,310.0,,Fixation
46,544678,ID101,317367,1080,1920,11,10,,,956.0,309.0,,Fixation
47,553012,ID101,317367,1080,1920,11,10,,,955.0,309.0,,Fixation
48,561345,ID101,317367,1080,1920,11,10,,,959.0,306.0,,Saccade
49,569678,ID101,317367,1080,1920,11,10,,,980.0,321.0,,Saccade
50,578010,ID101,317367,1080,1920,11,10,,,1013.0,349.0,,Saccade
51,586343,ID101,317367,1080,1920,11,10,,,1035.0,360.0,,Saccade
52,594674,ID101,317367,1080,1920,11,10,,,1072.0,379.0,,Saccade
53,603007,ID101,317367,1080,1920,11,10,,,1089.0,404.0,,Saccade
54,611338,ID101,317367,1080,1920,11,10,,,1082.0,463.0,,Saccade
55,619670,ID101,317367,1080,1920,11,10,,,1082.0,526.0,,Saccade
